CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","06:22:19","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","08:53:06","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","17:29:08","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/06/2018","06:12:42","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/06/2018","07:59:32","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/06/2018","17:28:09","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/08/2018","09:50:40","EARLY MORNING","WNCN","CBS","SUNDAY MORNING-CBS","NEWS FORUM/INTERVIEW/VARIED FORMAT","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/09/2018","06:36:51","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/09/2018","08:40:15","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/09/2018","17:21:51","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/10/2018","06:42:47","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/10/2018","08:14:38","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/10/2018","17:28:14","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/11/2018","06:23:54","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/11/2018","08:22:17","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/11/2018","17:27:54","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/12/2018","06:11:58","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/12/2018","08:53:36","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/12/2018","17:29:09","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/13/2018","05:58:26","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 5:30AM","NEWSCAST (LOCAL ONLY)","110","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/13/2018","08:47:05","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/13/2018","17:24:14","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/15/2018","09:07:39","EARLY MORNING","WNCN","CBS","SUNDAY MORNING-CBS","NEWS FORUM/INTERVIEW/VARIED FORMAT","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/15/2018","10:29:30","EARLY MORNING","WNCN","CBS","SUNDAY MORNING-CBS","NEWS FORUM/INTERVIEW/VARIED FORMAT","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/16/2018","06:58:04","EARLY MORNING","WNCN","CBS","CBS 17 NEWS AT 6:00AM","NEWSCAST (LOCAL ONLY)","140","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/16/2018","08:29:31","EARLY MORNING","WNCN","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","210","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/16/2018","17:28:50","EARLY FRINGE","WNCN","CBS","CBS 17 NEWS AT 5:00PM","NEWSCAST (LOCAL ONLY)","270","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/01/2018","18:45:14","EARLY FRINGE","WRAL","NBC","NEWS","NEWSCAST (LOCAL ONLY)","360","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/02/2018","06:24:41","EARLY MORNING","WRAL","NBC","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","700","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/02/2018","17:13:01","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","1000","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/02/2018","18:08:51","EARLY NEWS","WRAL","NBC","WRAL NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","1350","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/02/2018","23:30:26","LATE FRINGE","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","880","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/03/2018","06:42:59","EARLY MORNING","WRAL","NBC","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","700","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/03/2018","17:28:32","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","1000","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/03/2018","18:19:29","EARLY NEWS","WRAL","NBC","WRAL NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","1350","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/03/2018","23:13:15","LATE NEWS","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","1150","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/04/2018","06:53:33","EARLY MORNING","WRAL","NBC","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","700","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/04/2018","17:12:14","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","1000","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/04/2018","18:22:38","EARLY NEWS","WRAL","NBC","WRAL NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","1350","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/04/2018","23:12:17","LATE NEWS","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","1150","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","06:08:07","EARLY MORNING","WRAL","NBC","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","700","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","17:22:34","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","1000","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","18:28:55","EARLY NEWS","WRAL","NBC","WRAL NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","1350","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/05/2018","23:30:39","LATE FRINGE","WRAL","NBC","WRAL NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","1150","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/06/2018","06:43:30","EARLY MORNING","WRAL","NBC","WRAL MORNING NEWS","NEWSCAST (LOCAL ONLY)","700","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
"HOUSE/NC02 HOLDING GOES ABOUT HIS BUSINESS","http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC02_HOLDING_GOES_ABOUT_HIS_BUSINESS.wmv","HOLDING, GEORGE","HOUSE/NC02","NC","30","RALEIGH","02","Spot TV","04/06/2018","17:23:03","EARLY FRINGE","WRAL","NBC","WRAL NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","1000","CANDIDATE","REPUBLICAN","PRIMARY","TAXES|SOCIAL ISSUES|TAXES:  REFORM","FEDERAL","US HOUSE","POSITIVE","2018","560","NC"
